ano,classe,num_px,porc_rel
2016,11,1784395,1.8619907458258014
2016,41,1137365,1.1868241642832236
2016,33,899115,0.9382136855534595
2016,46,635448,0.6630809296447893
2016,4,358742,0.37434216310796636
2016,48,321813,0.3358072780334167
2016,25,110049,0.11483456274389002
2016,12,44566,0.046503985708586194
2016,30,4380,0.00457046756279692
2016,31,750,0.0007826143086981027
2016,29,468,0.000488351328627616
2017,20,33396462,34.84873202812327
2017,21,15720005,16.40360112774096
2017,3,12400749,12.94000480796492
2017,15,10807172,11.277129925015323
2017,39,7164751,7.4763155344787195
2017,9,5924251,6.1818714678920585
2017,47,3023468,3.154945758254447
2017,24,2144447,2.237699875259627
2017,11,1775190,1.8523854595437133
2017,41,1062638,1.1088476050217793
2017,33,883494,0.9219133947318955
2017,46,650180,0.6784535616391099
2017,4,369247,0.38530398085846446
2017,48,352659,0.3679946393215523
2017,25,108273,0.1129813320608929
2017,12,43875,0.045782937058839006
2017,30,4553,0.004750990596669949
2017,31,764,0.000797223109127134
2017,29,468,0.000488351328627616
2018,20,33308384,34.75682389068126
2018,21,15832465,16.520951534615875
2018,3,12428847,12.969324670425983
2018,15,10652014,11.115224763803349
2018,39,7252816,7.568210106606052
2018,9,5949081,6.20778121893869
2018,47,3015880,3.1470277884219118
2018,24,2186687,2.2817767131255042
2018,11,1764847,1.8415926864838938
2018,41,1021276,1.0656869476399515
2018,33,875341,0.9134058554534746
2018,46,654824,0.6832995094385685
2018,4,376354,0.3927200340476876
2018,48,353895,0.3692843877022867
2018,25,110512,0.11531769664379297
2018,12,43459,0.0453488469889478
2018,30,4756,0.004962818202890902
2018,31,740,0.0007721794512487946
2018,29,468,0.000488351328627616
2019,20,33044323,34.48128000138909
2019,21,16101198,16.801370589308366
2019,3,12443358,12.984466692070676
2019,15,10398977,10.851184261363294
2019,39,7327281,7.645913272602324
2019,9,6048915,6.311956574798113
2019,47,3048444,3.1810078582198384
2019,24,2222839,2.3195008097762426
2019,11,1755284,1.8316138323051208
2019,41,971958,1.014224317671454
2019,33,870179,0.9080193820381418
2019,46,663588,0.6924446185071421
2019,48,397257,0.4145320165739762
2019,4,378058,0.3944981337570498
2019,25,112454,0.11734414596044859
2019,12,42399,0.044242752099321145
2019,30,4909,0.005122471521865315
2019,31,757,0.0007899187089126184
2019,29,468,0.000488351328627616
2020,20,32654198,34.07419012514796
2020,21,16358100,17.06944416415258
2020,3,12456505,12.998185399159281
2020,15,9884799,10.314646848006264
2020,39,7888403,8.231436080769386
2020,9,6118771,6.384850314995999
2020,47,3049065,3.1816558628674407
2020,24,2258415,2.3566238586379007
2020,11,1745100,1.8209869734787454
2020,41,941221,0.9821506963295159
2020,33,859891,0.8972840006942937
2020,46,668750,0.6978310919224749
2020,48,406211,0.4238753879340867
2020,4,380288,0.3968251069682454
2020,25,109669,0.1144380381608163
2020,12,41877,0.04369805254046726
2020,30,10176,0.01061851094041586
2020,31,739,0.0007711359655038639
2020,29,468,0.000488351328627616
2021,20,32476332,33.8885894896401
2021,21,16786575,17.516551718711806
2021,3,12512633,13.056754167050757
2021,15,9340677,9.746863297503024
2021,39,8062793,8.413409559827869
2021,9,6164866,6.432949790408584
2021,47,3045358,3.1777876612109823
2021,24,2295139,2.3949448291347397
2021,11,1737547,1.813105525647283
2021,41,919426,0.959407924518749
2021,33,860687,0.8981146153472586
2021,46,679348,0.7088899538472516
2021,48,404417,0.42200337450768083
2021,4,380491,0.3970369345744664
2021,25,112840,0.11774693145799188
2021,12,41465,0.04326813641355577
2021,30,10879,0.011352081419102213
2021,31,704,0.0007346139644312858
2021,29,469,0.0004893948143725469
2022,20,32499930,33.91321366624898
2022,21,17105998,17.84986506581484
2022,3,12526250,13.07096331243948
2022,15,8778917,9.160674745430695
2022,39,8181338,8.537109577460692
2022,9,6198193,6.467726039829892
2022,47,3022004,3.153418095123868
2022,24,2331601,2.432992406366407
2022,11,1736772,1.8122968241949615
2022,41,910801,0.9504078599687209
2022,33,906720,0.9461493946436583
2022,46,679398,0.7089421281344982
2022,48,402356,0.41985275038737846
2022,4,381657,0.3982536389530557
2022,25,113805,0.1187538952018501
2022,12,41053,0.04283822028664428
2022,30,12194,0.012724265173686218
2022,62,2509,0.0026181057340313864
2022,31,681,0.0007106137922978773
2022,29,469,0.0004893948143725469
2023,20,32180266,33.57964883908141
2023,21,17851339,18.627617774427307
2023,3,12565048,13.111448472371304
2023,39,8470442,8.838785480263166
2023,15,8068879,8.419760214071518
2023,9,6201048,6.47070519163167
2023,47,3019042,3.150327290347384
2023,24,2349002,2.4511501018139477
2023,11,1723654,1.7986083781929594
2023,33,938193,0.9789910214938654
2023,41,827194,0.8631651472922911
2023,46,679117,0.7086489086401726
2023,48,401047,0.418486827547264
2023,4,377546,0.3939638690556452
2023,25,121748,0.12704230247383547
2023,12,40730,0.04250117439103163
2023,30,14690,0.015328805593033505
2023,62,2510,0.0026191492197763172
2023,31,682,0.000711657278042808
2023,29,469,0.0004893948143725469
2024,20,31812705,33.1961041751889
2024,21,18143160,18.93212882799876
2024,3,12540853,13.086201334772705
2024,39,9135836,9.533114634025655
2024,15,7416080,7.738573763266435
2024,9,6367249,6.644133565924914
2024,47,3044285,3.1766680010066715
2024,24,2378201,2.481618842080182
2024,11,1723704,1.798660552480206
2024,33,907234,0.9466857463165527
2024,41,721484,0.7528582691956559
2024,46,680381,0.7099678746217651
2024,48,394776,0.4119431284408029
2024,4,376051,0.3924038578669737
2024,25,133287,0.13908308448459203
2024,12,40384,0.04214012832328558
2024,30,15230,0.01589228789529614
2024,31,1277,0.0013325312962766363
2024,29,469,0.0004893948143725469
